# nota=pista, misma curva, FIX_CURVA_CONTINUA + LINE_STEER_GAIN=1.80, 2026-08-22
# hz=200 ticks_vuelta=540 fix_lazo=1 fix_curva=1 ks=8.00 kv=1.350 piso=0.50 anticoast=20.0 diag_puerto=0 sin_imu=0 lazo=nuevo commit=2913b39-s
us,dt,drop,rxsteer,rxspeed,rxage,rxf,rot,ls,rs,ddir,ram,fl_dir,fl_set,fl_rpm,fl_pwm,fl_enc,fl_tog,fl_raw,fr_dir,fr_set,fr_rpm,fr_pwm,fr_enc,fr_tog,fr_raw,bl_dir,bl_set,bl_rpm,bl_pwm,bl_enc,bl_tog,bl_raw,br_dir,br_set,br_rpm,br_pwm,br_enc,br_tog,br_raw,yaw,pit,gx,gy,gz
2851011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2856011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2861011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2866011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2871011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2876011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2881011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2886011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2891011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2896011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2901011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2906011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2911011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2916011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2921011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2926011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2931011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2936011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2941011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2946011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2951011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2956011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2961011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2966011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2971011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2976011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2981011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2986011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2991011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
2996011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3001011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3006011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3011011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3016011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3021011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3026011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3031011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3036011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3041011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3046011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3051011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3056011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3061011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3066011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3071011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3076011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3081011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3086011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3091011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3096011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3101011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3106011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3111011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3116011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3121011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3126011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3131011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3136011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3141011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
3146011,5000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,3,0,3,0,0,0,0,2,0,2,1,0,0,0,3,0,3,0,0,0,0,0
